8,12,12,12,12,12,12,12,12,12,12,12,12,2,0,12,12,12,12,12,12,12,12,12,12,12,12,10,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,6,6,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,0,4,4,2,-30,0,4,4,4,2,-30,6,6,-30,0,4,4,4,2,-30,0,4,4,2,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,6,-30,-30,7,-30,6,-30,-30,-30,7,-30,6,6,-30,6,-30,-30,-30,7,-30,6,-30,-30,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,1,5,5,3,-30,1,4,4,4,3,-30,1,3,-30,1,5,5,5,3,-30,1,5,5,3,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,0,4,4,2,-30,0,4,2,-30,0,4,4,4,4,2,-30,0,5,2,-30,0,4,4,2,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,1,5,5,3,-30,6,-30,7,-30,1,4,2,0,4,3,-30,6,-30,7,-30,1,5,5,3,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
14,-30,-30,-30,-30,-30,-30,6,-30,7,-30,-30,-30,6,6,-30,-30,-30,6,-30,7,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
9,13,13,13,24,2,-30,6,-30,1,4,2,-30,6,6,-30,0,4,3,-30,7,-30,0,24,13,13,13,11,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,27,-30,6,0,4,4,3,-30,1,3,-30,1,4,4,2,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,27,-30,6,6,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,6,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,27,-30,6,6,-30,20,24,24,24,24,24,24,22,-30,6,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,27,-30,6,6,-30,15,-30,-30,-30,-30,-30,-30,14,-30,6,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,14,-30,6,6,-30,15,-30,-30,-30,-30,-30,-30,14,-30,6,7,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,14,-30,1,3,-30,21,12,12,12,12,12,12,23,-30,1,3,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,14,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,15,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,
-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30
